,time,lat,lon,seconds,Noise,Description
0,2019-10-10 10:57:34,4.6347916666667,-74.08001999999999,34,0.4,"Biblioteca silenciosa, llamadas de aves"
1,2019-10-10 10:58:08,4.6352216666667,-74.080436666667,34,0.46020599913279625,"Oficina tranquila, lluvias moderadas"
2,2019-10-10 10:58:42,4.6354233333333,-74.080808333333,37,0.4954242509439325,"Oficina tranquila, lluvias moderadas"
3,2019-10-10 10:59:19,4.6358183333333,-74.080906666667,34,0.5204119982655925,Conversacion normal
4,2019-10-10 10:59:53,4.6360033333333,-74.08103,34,0.5397940008672037,Conversacion normal
5,2019-10-10 11:00:27,4.6360283333333,-74.08127666666701,39,0.5556302500767287,Conversacion normal
6,2019-10-10 11:01:06,4.6362666666667005,-74.08146500000001,32,0.5690196080028513,Conversacion normal
7,2019-10-10 11:01:38,4.6364133333333,-74.08176999999999,33,0.5806179973983887,Conversacion normal
8,2019-10-10 11:02:11,4.6366716666667,-74.082078333333,33,0.590848501887865,Conversacion normal
9,2019-10-10 11:02:44,4.636935,-74.08226666666701,35,0.6,Conversacion normal
10,2019-10-10 11:03:19,4.6373883333333,-74.082151666667,33,0.608278537031645,"Trafico Ocupado, aspirador"
11,2019-10-10 11:03:52,4.6375916666667,-74.08199666666701,35,0.615836249209525,"Trafico Ocupado, aspirador"
12,2019-10-10 11:04:27,4.6378699999999995,-74.081966666667,40,0.6227886704613674,"Trafico Ocupado, aspirador"
13,2019-10-10 11:05:07,4.6379166666667,-74.081845,39,0.6292256071356476,"Trafico Ocupado, aspirador"
14,2019-10-10 11:05:46,4.638125,-74.081918333333,37,0.6352182518111362,"Trafico Ocupado, aspirador"
15,2019-10-10 11:06:23,4.638088333333299,-74.081855,35,0.640823996531185,"Trafico Ocupado, aspirador"
16,2019-10-10 11:06:58,4.637906666666701,-74.08191333333299,38,0.6460897842756548,"Trafico Ocupado, aspirador"
17,2019-10-10 11:07:36,4.6379,-74.081691666667,40,0.6510545010206612,"Trafico Ocupado, aspirador"
18,2019-10-10 11:08:16,4.6379266666667,-74.08172166666701,42,0.6557507201905658,"Trafico Ocupado, aspirador"
19,2019-10-10 11:08:58,4.6377616666667,-74.081613333333,36,0.6602059991327962,"Trafico Ocupado, aspirador"
20,2019-10-10 11:09:34,4.637923333333299,-74.08177833333299,40,0.6644438589467839,"Trafico Ocupado, aspirador"
21,2019-10-10 11:10:14,4.6380616666667,-74.081675,41,0.6684845361644411,"Trafico Ocupado, aspirador"
22,2019-10-10 12:50:26,4.6379386,-74.0817221,58,0.6723455672035186,"Trafico Ocupado, aspirador"
23,2019-10-10 12:51:24,4.637926599999999,-74.08172629999999,32,0.6760422483423213,"Trafico Ocupado, aspirador"
24,2019-10-10 12:51:56,4.6379367,-74.0817228,32,0.6795880017344075,"Trafico Ocupado, aspirador"
25,2019-10-10 12:52:28,4.6379269,-74.0817268,32,0.6829946695941637,"Trafico Ocupado, aspirador"
26,2019-10-10 12:53:00,4.6379691,-74.081818,32,0.6862727528317975,"Trafico Ocupado, aspirador"
27,2019-10-10 12:53:32,4.6378463,-74.0818969,32,0.6894316062684439,"Trafico Ocupado, aspirador"
28,2019-10-10 12:54:04,4.6379244,-74.08200529999999,32,0.6924795995797912,"Trafico Ocupado, aspirador"
29,2019-10-10 12:54:36,4.6379227,-74.0819609,34,0.6954242509439326,"Trafico Ocupado, aspirador"
30,2019-10-10 12:55:10,4.637791099999999,-74.08220370000001,34,0.6982723387668546,"Trafico Ocupado, aspirador"
31,2019-10-10 12:55:44,4.637791,-74.0826328,32,0.7010299956639813,"Musica de la carga, despertadores"
32,2019-10-10 12:56:16,4.637791,-74.0826328,26,0.7037027879755775,"Musica de la carga, despertadores"
33,2019-10-10 12:56:42,4.637881666666701,-74.082843333333,61,0.706295783408451,"Musica de la carga, despertadores"
34,2019-10-10 13:23:34,4.63794,-74.082831666667,248,0.7088136088700552,"Musica de la carga, despertadores"
35,2019-10-10 13:27:42,4.6381453,-74.0824649,29,0.7112605001534574,"Musica de la carga, despertadores"
36,2019-10-10 13:25:11,4.6380233333333,-74.08275166666701,35,0.713640344813399,"Musica de la carga, despertadores"
37,2019-10-10 13:25:46,4.6379,-74.08266,33,0.715956719323362,"Musica de la carga, despertadores"
38,2019-10-10 13:26:19,4.6380099999999995,-74.08283,35,0.7182129214052998,"Musica de la carga, despertadores"
39,2019-10-10 13:26:54,4.6380349999999995,-74.082813333333,40,0.7204119982655925,"Musica de la carga, despertadores"
40,2019-10-10 13:27:34,4.6379683333332995,-74.082743333333,40,0.7225567713439471,"Musica de la carga, despertadores"
